File,Line Index,Original Class,Modified Class
/content/testset/Chess-Pieces-6/train/labels/889c420fb266b8d0e817306110042bda_jpg.rf.7161692e75334eeb825c28274df07110.txt,4,10,5
/content/testset/Chess-Pieces-6/train/labels/54a90aab8c73562975cc560d51a9d2d1_jpg.rf.2cd4b0bf7d84f593b46f449ab55714c7.txt,8,4,1
/content/testset/Chess-Pieces-6/train/labels/54a90aab8c73562975cc560d51a9d2d1_jpg.rf.2cd4b0bf7d84f593b46f449ab55714c7.txt,16,9,5
/content/testset/Chess-Pieces-6/train/labels/54a90aab8c73562975cc560d51a9d2d1_jpg.rf.2cd4b0bf7d84f593b46f449ab55714c7.txt,20,11,4
/content/testset/Chess-Pieces-6/train/labels/cf2784fa97151d5316b2961b1e62dc45_jpg.rf.42357087dac7e59e40e68bf35d2c914d.txt,5,4,3
/content/testset/Chess-Pieces-6/train/labels/cf2784fa97151d5316b2961b1e62dc45_jpg.rf.42357087dac7e59e40e68bf35d2c914d.txt,7,3,8
/content/testset/Chess-Pieces-6/train/labels/49d365236ee4fb6bd982b0f00bff007e_jpg.rf.0c099e61cc1d4b7f44bf476ee3d88f7c.txt,1,5,8
/content/testset/Chess-Pieces-6/train/labels/49d365236ee4fb6bd982b0f00bff007e_jpg.rf.0c099e61cc1d4b7f44bf476ee3d88f7c.txt,2,6,8
/content/testset/Chess-Pieces-6/train/labels/49d365236ee4fb6bd982b0f00bff007e_jpg.rf.0c099e61cc1d4b7f44bf476ee3d88f7c.txt,20,7,9
/content/testset/Chess-Pieces-6/train/labels/b5bcde459ca36f0d1f3c20e751336672_jpg.rf.b848b135166e295aa01beb761c8b49cc.txt,7,2,10
/content/testset/Chess-Pieces-6/train/labels/bc5decab88861286dcf78a367b4377cb_jpg.rf.17146f25cdb6244ce23b95b8196154ff.txt,1,6,2
/content/testset/Chess-Pieces-6/train/labels/bc5decab88861286dcf78a367b4377cb_jpg.rf.17146f25cdb6244ce23b95b8196154ff.txt,12,7,0
/content/testset/Chess-Pieces-6/train/labels/8f84f1945fd993facc3368d13345f333_jpg.rf.cb1ce8dbc86be416caf0360ded4dee00.txt,13,10,2
/content/testset/Chess-Pieces-6/train/labels/4d6b667ecbd41ebd603b38848366d9d0_jpg.rf.461895affa781ee56bba3dfcaacdb7eb.txt,8,1,5
/content/testset/Chess-Pieces-6/train/labels/4d6b667ecbd41ebd603b38848366d9d0_jpg.rf.461895affa781ee56bba3dfcaacdb7eb.txt,14,4,11
/content/testset/Chess-Pieces-6/train/labels/4d6b667ecbd41ebd603b38848366d9d0_jpg.rf.461895affa781ee56bba3dfcaacdb7eb.txt,17,9,11
/content/testset/Chess-Pieces-6/train/labels/3bab0eaaeb63a2ac9ae4942df4006a25_jpg.rf.24f6a4acddb15b141844a2457537fa58.txt,4,3,8
/content/testset/Chess-Pieces-6/train/labels/3bab0eaaeb63a2ac9ae4942df4006a25_jpg.rf.24f6a4acddb15b141844a2457537fa58.txt,11,4,3
/content/testset/Chess-Pieces-6/train/labels/3bab0eaaeb63a2ac9ae4942df4006a25_jpg.rf.24f6a4acddb15b141844a2457537fa58.txt,17,12,3
/content/testset/Chess-Pieces-6/train/labels/d29148a2233950a7777285281cbfccff_jpg.rf.40a2c16c6432e807546f92195c35b7c5.txt,7,7,0
/content/testset/Chess-Pieces-6/train/labels/d29148a2233950a7777285281cbfccff_jpg.rf.40a2c16c6432e807546f92195c35b7c5.txt,14,10,3
/content/testset/Chess-Pieces-6/train/labels/d29148a2233950a7777285281cbfccff_jpg.rf.40a2c16c6432e807546f92195c35b7c5.txt,20,6,8
/content/testset/Chess-Pieces-6/train/labels/d795f84f39716798482fb2937868ed8a_jpg.rf.98640329e7bf2cf261da0ca3a43368e3.txt,11,4,5
/content/testset/Chess-Pieces-6/train/labels/d795f84f39716798482fb2937868ed8a_jpg.rf.98640329e7bf2cf261da0ca3a43368e3.txt,12,4,12
/content/testset/Chess-Pieces-6/train/labels/b79ae5b70de58089ead6e32b235e30d3_jpg.rf.aae0e6eb96c93e14db656f8613c5d2c0.txt,6,4,0
/content/testset/Chess-Pieces-6/train/labels/b79ae5b70de58089ead6e32b235e30d3_jpg.rf.aae0e6eb96c93e14db656f8613c5d2c0.txt,10,3,4
/content/testset/Chess-Pieces-6/train/labels/285d7c487a4e20ad832a74acb527b77f_jpg.rf.630cc88f1b6f2f8a49a3713437241a5c.txt,7,10,6
/content/testset/Chess-Pieces-6/train/labels/a4ebf4c268d80c4fe329331ea981b3a1_jpg.rf.11054d7bcd49d50a53f3ddb8095d54b3.txt,5,4,9
/content/testset/Chess-Pieces-6/train/labels/a4ebf4c268d80c4fe329331ea981b3a1_jpg.rf.11054d7bcd49d50a53f3ddb8095d54b3.txt,8,4,7
/content/testset/Chess-Pieces-6/train/labels/ca869123d8a0cbcc6e54f4a445e5a78a_jpg.rf.bcf6acf0889d2391b99f75882ec781e5.txt,3,11,9
/content/testset/Chess-Pieces-6/train/labels/ca869123d8a0cbcc6e54f4a445e5a78a_jpg.rf.bcf6acf0889d2391b99f75882ec781e5.txt,7,10,2
/content/testset/Chess-Pieces-6/train/labels/871597c145446cf58c1c2dd7db988864_jpg.rf.627d5f792ca2e630c596f3d5453bf08a.txt,16,4,0
/content/testset/Chess-Pieces-6/train/labels/871597c145446cf58c1c2dd7db988864_jpg.rf.627d5f792ca2e630c596f3d5453bf08a.txt,18,4,8
/content/testset/Chess-Pieces-6/train/labels/eb9e7928e756c3cf9164e7afc08c4653_jpg.rf.035646bbba70ab64100e2b698863ab49.txt,0,2,10
/content/testset/Chess-Pieces-6/train/labels/eb9e7928e756c3cf9164e7afc08c4653_jpg.rf.035646bbba70ab64100e2b698863ab49.txt,5,4,6
/content/testset/Chess-Pieces-6/train/labels/ec4c30d88ecc70b6a3e76dbd9b17324a_jpg.rf.2539a46a9fee0ac2e26fdda0a7feb4ac.txt,0,3,10
/content/testset/Chess-Pieces-6/train/labels/ec4c30d88ecc70b6a3e76dbd9b17324a_jpg.rf.2539a46a9fee0ac2e26fdda0a7feb4ac.txt,10,4,8
/content/testset/Chess-Pieces-6/train/labels/ec4c30d88ecc70b6a3e76dbd9b17324a_jpg.rf.2539a46a9fee0ac2e26fdda0a7feb4ac.txt,16,12,8
/content/testset/Chess-Pieces-6/train/labels/IMG_0299_JPG.rf.261cc02d4f65c91471ba2efda1d72b65.txt,3,10,9
/content/testset/Chess-Pieces-6/train/labels/65ba27557c78850168b1df70a3ce4ff7_jpg.rf.7ebd635f41c3367964fe3815e4785abe.txt,2,5,2
/content/testset/Chess-Pieces-6/train/labels/4de23afff63bc169b4ebe547a9c9b692_jpg.rf.9723ed6bbe2fbf9d3b485e9734f86635.txt,1,2,10
/content/testset/Chess-Pieces-6/train/labels/4de23afff63bc169b4ebe547a9c9b692_jpg.rf.9723ed6bbe2fbf9d3b485e9734f86635.txt,14,11,8
/content/testset/Chess-Pieces-6/train/labels/4de23afff63bc169b4ebe547a9c9b692_jpg.rf.9723ed6bbe2fbf9d3b485e9734f86635.txt,17,8,3
/content/testset/Chess-Pieces-6/train/labels/22e74efb18b2d88fba63d25a61bf5f97_jpg.rf.ea481829b8392d005ad1c6033c2f40c9.txt,10,12,8
/content/testset/Chess-Pieces-6/train/labels/22e74efb18b2d88fba63d25a61bf5f97_jpg.rf.ea481829b8392d005ad1c6033c2f40c9.txt,16,10,3
/content/testset/Chess-Pieces-6/train/labels/IMG_0291_JPG.rf.b8842e00fc892313f1d8b3cac46e5f2c.txt,8,4,7
/content/testset/Chess-Pieces-6/train/labels/IMG_0298_JPG.rf.76fbff0f2ed8523eaab9150811367714.txt,2,4,1
/content/testset/Chess-Pieces-6/train/labels/a4ebf4c268d80c4fe329331ea981b3a1_jpg.rf.297a63c418a6c04705f24f66d425a7d8.txt,0,3,10
/content/testset/Chess-Pieces-6/train/labels/a4ebf4c268d80c4fe329331ea981b3a1_jpg.rf.297a63c418a6c04705f24f66d425a7d8.txt,8,4,10
/content/testset/Chess-Pieces-6/train/labels/9c5fb0c3cfd7b334a247cd87c139e8e6_jpg.rf.e362665831085d68bbb163004cd5ca40.txt,3,1,7
/content/testset/Chess-Pieces-6/train/labels/9c5fb0c3cfd7b334a247cd87c139e8e6_jpg.rf.e362665831085d68bbb163004cd5ca40.txt,18,7,12
/content/testset/Chess-Pieces-6/train/labels/9c5fb0c3cfd7b334a247cd87c139e8e6_jpg.rf.e362665831085d68bbb163004cd5ca40.txt,24,10,0
/content/testset/Chess-Pieces-6/train/labels/ef1d425fd5370fbf8b7adea43b755304_jpg.rf.31476823c9421b493327be43dd5c0eb5.txt,2,4,5
/content/testset/Chess-Pieces-6/train/labels/ef1d425fd5370fbf8b7adea43b755304_jpg.rf.31476823c9421b493327be43dd5c0eb5.txt,18,10,8
/content/testset/Chess-Pieces-6/train/labels/8de03901c64a80070048ead3fb0d32bd_jpg.rf.4d6634a416ce86c1e1cf888a3aa68df4.txt,16,8,0
/content/testset/Chess-Pieces-6/train/labels/8de03901c64a80070048ead3fb0d32bd_jpg.rf.4d6634a416ce86c1e1cf888a3aa68df4.txt,21,10,4
/content/testset/Chess-Pieces-6/train/labels/8de03901c64a80070048ead3fb0d32bd_jpg.rf.4d6634a416ce86c1e1cf888a3aa68df4.txt,23,10,6
/content/testset/Chess-Pieces-6/train/labels/54a90aab8c73562975cc560d51a9d2d1_jpg.rf.c9d76cb6ab64213300d7c8c7b025b881.txt,7,4,7
/content/testset/Chess-Pieces-6/train/labels/54a90aab8c73562975cc560d51a9d2d1_jpg.rf.c9d76cb6ab64213300d7c8c7b025b881.txt,8,4,11
/content/testset/Chess-Pieces-6/train/labels/54a90aab8c73562975cc560d51a9d2d1_jpg.rf.c9d76cb6ab64213300d7c8c7b025b881.txt,15,8,3
/content/testset/Chess-Pieces-6/train/labels/cf2784fa97151d5316b2961b1e62dc45_jpg.rf.22fce85dc16f4c6d44fd0b4f102677dd.txt,5,4,1
/content/testset/Chess-Pieces-6/train/labels/cf2784fa97151d5316b2961b1e62dc45_jpg.rf.22fce85dc16f4c6d44fd0b4f102677dd.txt,9,9,10
/content/testset/Chess-Pieces-6/train/labels/f041d3171dfe3137390c85fc5437e447_jpg.rf.f97a0dd18003d090bab2e1cb4cdd389f.txt,2,6,1
/content/testset/Chess-Pieces-6/train/labels/c0d68e012bb93c14bc333fc1d5e52621_jpg.rf.94faf8444c08326c65903bd3645f8fa0.txt,6,10,0
/content/testset/Chess-Pieces-6/train/labels/f041d3171dfe3137390c85fc5437e447_jpg.rf.6da1aecfd2b788773c4dbbc4c38d252d.txt,8,10,0
/content/testset/Chess-Pieces-6/train/labels/1a530d578f3f0bf3497bfeff3d953025_jpg.rf.b505dbebeeee82f3056704577e811db0.txt,0,8,6
/content/testset/Chess-Pieces-6/train/labels/1a530d578f3f0bf3497bfeff3d953025_jpg.rf.b505dbebeeee82f3056704577e811db0.txt,10,10,3
/content/testset/Chess-Pieces-6/train/labels/1a530d578f3f0bf3497bfeff3d953025_jpg.rf.b505dbebeeee82f3056704577e811db0.txt,24,4,10
/content/testset/Chess-Pieces-6/train/labels/4d7820ad9fb4fe69d5168e1d7317dd02_jpg.rf.d75f15e0ce94a3a65559d48269fa6e12.txt,4,6,10
/content/testset/Chess-Pieces-6/train/labels/4d7820ad9fb4fe69d5168e1d7317dd02_jpg.rf.d75f15e0ce94a3a65559d48269fa6e12.txt,18,12,4
/content/testset/Chess-Pieces-6/train/labels/3730ef213ac6aad431475a9ab28f349a_jpg.rf.90dce6461f569daf6092c261d2ef98c0.txt,11,3,4
/content/testset/Chess-Pieces-6/train/labels/3730ef213ac6aad431475a9ab28f349a_jpg.rf.90dce6461f569daf6092c261d2ef98c0.txt,16,11,12
/content/testset/Chess-Pieces-6/train/labels/b7a8c7de4fe1382d69f58ac97e819b5c_jpg.rf.d6f00e44ff01f2589e68eea1e11d1992.txt,2,12,7
/content/testset/Chess-Pieces-6/train/labels/b7a8c7de4fe1382d69f58ac97e819b5c_jpg.rf.d6f00e44ff01f2589e68eea1e11d1992.txt,19,4,9
/content/testset/Chess-Pieces-6/train/labels/13106bbc80a01cc413c2ab5052d2ec25_jpg.rf.e42cb5d38662e5854668bbfab8623486.txt,7,8,4
/content/testset/Chess-Pieces-6/train/labels/76dbe2ccf986a2a0d399d3d8a47279ad_jpg.rf.d57fc5ede727f29d093e1ecf409fa053.txt,7,4,6
/content/testset/Chess-Pieces-6/train/labels/76dbe2ccf986a2a0d399d3d8a47279ad_jpg.rf.d57fc5ede727f29d093e1ecf409fa053.txt,8,4,5
/content/testset/Chess-Pieces-6/train/labels/f1ea0167087976926d4fe0aa36b961ce_jpg.rf.ee2250f512ff991dee3bfdf566373723.txt,1,2,4
/content/testset/Chess-Pieces-6/train/labels/a4028b2361ce7ead654a86b07ac39d52_jpg.rf.687f9d6e11787644abeec6b5d25c9bc8.txt,1,6,2
/content/testset/Chess-Pieces-6/train/labels/IMG_0294_JPG.rf.3a5abe8fdb949fa9023dfb407aff6616.txt,5,10,5
/content/testset/Chess-Pieces-6/train/labels/IMG_0299_JPG.rf.61eb97cba10cda4e6a62039a764c6c44.txt,3,10,0
/content/testset/Chess-Pieces-6/train/labels/f041d3171dfe3137390c85fc5437e447_jpg.rf.73eadda0b6eb9056836882d0c384074d.txt,4,4,10
/content/testset/Chess-Pieces-6/train/labels/IMG_0294_JPG.rf.ba4b6d16d5c5431b585e0206249325b0.txt,4,4,1
/content/testset/Chess-Pieces-6/train/labels/76dbe2ccf986a2a0d399d3d8a47279ad_jpg.rf.d62cb2ea0a1c8a06375da3c62d15f693.txt,4,4,3
/content/testset/Chess-Pieces-6/train/labels/76dbe2ccf986a2a0d399d3d8a47279ad_jpg.rf.d62cb2ea0a1c8a06375da3c62d15f693.txt,7,4,12
/content/testset/Chess-Pieces-6/train/labels/04aed88a8d23cf27e47806eb23948495_jpg.rf.79ece2608c970df8e406611312fd241a.txt,3,8,4
/content/testset/Chess-Pieces-6/train/labels/6589f4cfb37439d7d276f0d70f7ee1f0_jpg.rf.1a5e8b718df24e7df11dbb563e6b1dbd.txt,5,4,9
/content/testset/Chess-Pieces-6/train/labels/6589f4cfb37439d7d276f0d70f7ee1f0_jpg.rf.1a5e8b718df24e7df11dbb563e6b1dbd.txt,13,10,6
/content/testset/Chess-Pieces-6/train/labels/8967433350d3b3043902603430fccaab_jpg.rf.44c59655cb6d3bca9d4d472048878274.txt,9,4,2
/content/testset/Chess-Pieces-6/train/labels/8967433350d3b3043902603430fccaab_jpg.rf.44c59655cb6d3bca9d4d472048878274.txt,23,12,11
/content/testset/Chess-Pieces-6/train/labels/8967433350d3b3043902603430fccaab_jpg.rf.44c59655cb6d3bca9d4d472048878274.txt,27,10,8
/content/testset/Chess-Pieces-6/train/labels/e40003d4bbcdac7196b9502bfe2fb6ed_jpg.rf.ca078d53c01a4805f10d89797733df03.txt,6,10,9
/content/testset/Chess-Pieces-6/train/labels/e40003d4bbcdac7196b9502bfe2fb6ed_jpg.rf.ca078d53c01a4805f10d89797733df03.txt,7,10,4
/content/testset/Chess-Pieces-6/train/labels/IMG_0166_JPG.rf.3a359ac1c199b34bd7aca48e169eedaf.txt,4,1,2
/content/testset/Chess-Pieces-6/train/labels/IMG_0166_JPG.rf.3a359ac1c199b34bd7aca48e169eedaf.txt,19,7,5
/content/testset/Chess-Pieces-6/train/labels/IMG_0166_JPG.rf.3a359ac1c199b34bd7aca48e169eedaf.txt,22,10,5
/content/testset/Chess-Pieces-6/train/labels/eb9e7928e756c3cf9164e7afc08c4653_jpg.rf.ed9831ebdb49cf07b6df1b3ed24b49df.txt,0,2,3
/content/testset/Chess-Pieces-6/train/labels/eb9e7928e756c3cf9164e7afc08c4653_jpg.rf.ed9831ebdb49cf07b6df1b3ed24b49df.txt,3,4,12
/content/testset/Chess-Pieces-6/train/labels/93557fc861304f7753089c244bc1e33e_jpg.rf.e0ea0e27027e91c6c1de128047bdff02.txt,2,2,6
/content/testset/Chess-Pieces-6/train/labels/93557fc861304f7753089c244bc1e33e_jpg.rf.e0ea0e27027e91c6c1de128047bdff02.txt,15,8,5
/content/testset/Chess-Pieces-6/train/labels/d9acc69c5d57623cda22786e309201c9_jpg.rf.ffb4af12f6290111a37367b316bceec8.txt,4,4,2
/content/testset/Chess-Pieces-6/train/labels/b3b002461f1c6b432e22964549767e5f_jpg.rf.2c35cf1d245ef1db21d30386f1408846.txt,3,4,3
/content/testset/Chess-Pieces-6/train/labels/04aed88a8d23cf27e47806eb23948495_jpg.rf.792e161de37e013063e2397bef10d05e.txt,3,8,7
/content/testset/Chess-Pieces-6/train/labels/f2672cdc28767484b556da3ab6f1003e_jpg.rf.c4b0e75b2783af829b2a02154f3c6ca5.txt,8,4,5
/content/testset/Chess-Pieces-6/train/labels/IMG_0292_JPG.rf.63bbb941d802a0221412d62158936bfe.txt,6,4,5
/content/testset/Chess-Pieces-6/train/labels/6589f4cfb37439d7d276f0d70f7ee1f0_jpg.rf.acfb8de7fe045b7526e66caa4f6aa7a9.txt,1,6,10
/content/testset/Chess-Pieces-6/train/labels/6589f4cfb37439d7d276f0d70f7ee1f0_jpg.rf.acfb8de7fe045b7526e66caa4f6aa7a9.txt,4,4,9
/content/testset/Chess-Pieces-6/train/labels/IMG_0167_JPG.rf.dd08a9cb8ebd6713a8f1acbfaedfbac3.txt,8,4,11
/content/testset/Chess-Pieces-6/train/labels/IMG_0167_JPG.rf.dd08a9cb8ebd6713a8f1acbfaedfbac3.txt,13,4,9
/content/testset/Chess-Pieces-6/train/labels/IMG_0167_JPG.rf.dd08a9cb8ebd6713a8f1acbfaedfbac3.txt,31,10,2
/content/testset/Chess-Pieces-6/train/labels/969daa72bd7804ea1212e191820249b0_jpg.rf.7121b9a742c01a73236846ddc0171bf9.txt,3,12,3
/content/testset/Chess-Pieces-6/train/labels/e40003d4bbcdac7196b9502bfe2fb6ed_jpg.rf.b2a9b8fc9b10d107c8212adb2b472805.txt,9,10,9
/content/testset/Chess-Pieces-6/train/labels/e40003d4bbcdac7196b9502bfe2fb6ed_jpg.rf.b2a9b8fc9b10d107c8212adb2b472805.txt,11,1,3
/content/testset/Chess-Pieces-6/train/labels/ce54969567273b9b8a275812ff56e16c_jpg.rf.412021af6ebd0760f025422816a6d001.txt,14,4,9
/content/testset/Chess-Pieces-6/train/labels/ce54969567273b9b8a275812ff56e16c_jpg.rf.412021af6ebd0760f025422816a6d001.txt,20,6,10
/content/testset/Chess-Pieces-6/train/labels/5cecd3b3946aac5c713a51e0bd4617c9_jpg.rf.203c084d6daf0c2ab0582056effc2dfc.txt,1,6,12
/content/testset/Chess-Pieces-6/train/labels/5cecd3b3946aac5c713a51e0bd4617c9_jpg.rf.203c084d6daf0c2ab0582056effc2dfc.txt,5,5,4
/content/testset/Chess-Pieces-6/train/labels/5cecd3b3946aac5c713a51e0bd4617c9_jpg.rf.203c084d6daf0c2ab0582056effc2dfc.txt,15,12,7
/content/testset/Chess-Pieces-6/train/labels/4d6b667ecbd41ebd603b38848366d9d0_jpg.rf.0612b63a43034187deda8675cdc05c8c.txt,12,4,7
/content/testset/Chess-Pieces-6/train/labels/4d6b667ecbd41ebd603b38848366d9d0_jpg.rf.0612b63a43034187deda8675cdc05c8c.txt,18,8,5
/content/testset/Chess-Pieces-6/train/labels/4d6b667ecbd41ebd603b38848366d9d0_jpg.rf.0612b63a43034187deda8675cdc05c8c.txt,29,10,5
/content/testset/Chess-Pieces-6/train/labels/b79ae5b70de58089ead6e32b235e30d3_jpg.rf.8275dc9a9c14d553c5669b8e89acaf9e.txt,2,6,1
/content/testset/Chess-Pieces-6/train/labels/b79ae5b70de58089ead6e32b235e30d3_jpg.rf.8275dc9a9c14d553c5669b8e89acaf9e.txt,5,4,11
/content/testset/Chess-Pieces-6/train/labels/9d776e74e90c4f8092b060dd7567e2f8_jpg.rf.328f0fad3eded210e27b9e3423ddd410.txt,3,9,5
/content/testset/Chess-Pieces-6/train/labels/9d776e74e90c4f8092b060dd7567e2f8_jpg.rf.328f0fad3eded210e27b9e3423ddd410.txt,9,3,10
/content/testset/Chess-Pieces-6/train/labels/d415969922564f317be0d1433330626f_jpg.rf.61f72cac39dd6fbbd656755d0dd4238b.txt,0,2,7
/content/testset/Chess-Pieces-6/train/labels/d415969922564f317be0d1433330626f_jpg.rf.61f72cac39dd6fbbd656755d0dd4238b.txt,12,10,12
/content/testset/Chess-Pieces-6/train/labels/f52e1873b8583f8bf4f7ddf6e9649f07_jpg.rf.5799cebe404f67e6d9563ac3ad7c0623.txt,1,2,11
/content/testset/Chess-Pieces-6/train/labels/f52e1873b8583f8bf4f7ddf6e9649f07_jpg.rf.5799cebe404f67e6d9563ac3ad7c0623.txt,14,12,9
/content/testset/Chess-Pieces-6/train/labels/48d3c59a99b2b5a5b9f1eb7d5ba63b60_jpg.rf.af1bed3b8ad9e0fa3ab9b31d45cab965.txt,8,4,9
/content/testset/Chess-Pieces-6/train/labels/48d3c59a99b2b5a5b9f1eb7d5ba63b60_jpg.rf.af1bed3b8ad9e0fa3ab9b31d45cab965.txt,12,9,6
/content/testset/Chess-Pieces-6/train/labels/b3b002461f1c6b432e22964549767e5f_jpg.rf.a010e7c4093d9e47ff8364bf4d2bc763.txt,2,2,10
/content/testset/Chess-Pieces-6/train/labels/8f84f1945fd993facc3368d13345f333_jpg.rf.b5f415120d22dd916a2c560e12c329c8.txt,1,6,1
/content/testset/Chess-Pieces-6/train/labels/ce54969567273b9b8a275812ff56e16c_jpg.rf.e24ad88c4cd62da83552f88b2949cf27.txt,6,12,1
/content/testset/Chess-Pieces-6/train/labels/ce54969567273b9b8a275812ff56e16c_jpg.rf.e24ad88c4cd62da83552f88b2949cf27.txt,14,4,6
/content/testset/Chess-Pieces-6/train/labels/7ee8d13861bdc45e40a7cfe190a8d8a6_jpg.rf.b829c23f666a0e4a0a0dc5a4db0c0d18.txt,0,11,8
/content/testset/Chess-Pieces-6/train/labels/7ee8d13861bdc45e40a7cfe190a8d8a6_jpg.rf.b829c23f666a0e4a0a0dc5a4db0c0d18.txt,5,10,1
/content/testset/Chess-Pieces-6/train/labels/614aadadb4a7f5b475b027b8e11398ee_jpg.rf.84ac89dd96aeb8ac8098d9d07ec2afe3.txt,3,4,1
/content/testset/Chess-Pieces-6/train/labels/614aadadb4a7f5b475b027b8e11398ee_jpg.rf.84ac89dd96aeb8ac8098d9d07ec2afe3.txt,15,9,0
/content/testset/Chess-Pieces-6/train/labels/1a8a4abcba7c4ead35c01f05b9fae8e5_jpg.rf.b7bd61a05d9e19dc91f974582ef58e42.txt,6,1,5
/content/testset/Chess-Pieces-6/train/labels/1a8a4abcba7c4ead35c01f05b9fae8e5_jpg.rf.b7bd61a05d9e19dc91f974582ef58e42.txt,27,10,3
/content/testset/Chess-Pieces-6/train/labels/1a8a4abcba7c4ead35c01f05b9fae8e5_jpg.rf.b7bd61a05d9e19dc91f974582ef58e42.txt,28,10,3
/content/testset/Chess-Pieces-6/train/labels/4939035108d04ee672570a7cc937e270_jpg.rf.2c09b7b56a0c7ffd422f71006aa6f0d0.txt,17,8,1
/content/testset/Chess-Pieces-6/train/labels/4939035108d04ee672570a7cc937e270_jpg.rf.2c09b7b56a0c7ffd422f71006aa6f0d0.txt,28,10,9
/content/testset/Chess-Pieces-6/train/labels/4939035108d04ee672570a7cc937e270_jpg.rf.2c09b7b56a0c7ffd422f71006aa6f0d0.txt,29,10,2
/content/testset/Chess-Pieces-6/train/labels/a5c65b40e0be3480c0ecfacaab399a87_jpg.rf.1658e11c683ebd555151e0e4eafe666d.txt,8,4,6
/content/testset/Chess-Pieces-6/train/labels/a5c65b40e0be3480c0ecfacaab399a87_jpg.rf.1658e11c683ebd555151e0e4eafe666d.txt,14,12,3
/content/testset/Chess-Pieces-6/train/labels/a8847f8fe8eaaa1c97bf83027a901760_jpg.rf.7f37cf8cef246e639c168b79392d60b0.txt,10,3,5
/content/testset/Chess-Pieces-6/train/labels/a8847f8fe8eaaa1c97bf83027a901760_jpg.rf.7f37cf8cef246e639c168b79392d60b0.txt,15,4,1
/content/testset/Chess-Pieces-6/train/labels/04aed88a8d23cf27e47806eb23948495_jpg.rf.8ef06cd0c884265841c35db866741a17.txt,4,7,3
/content/testset/Chess-Pieces-6/train/labels/9962a4d44388b9008aa0f466e4f4052c_jpg.rf.b0176b20fe3e43e0bbeead0032b278b9.txt,5,4,2
/content/testset/Chess-Pieces-6/train/labels/9962a4d44388b9008aa0f466e4f4052c_jpg.rf.b0176b20fe3e43e0bbeead0032b278b9.txt,6,4,3
/content/testset/Chess-Pieces-6/train/labels/f9a9a175f26d4b26bca3a5338cc1405e_jpg.rf.0049d92bdce405512e879a6261909645.txt,12,12,0
/content/testset/Chess-Pieces-6/train/labels/f9a9a175f26d4b26bca3a5338cc1405e_jpg.rf.0049d92bdce405512e879a6261909645.txt,19,10,1
/content/testset/Chess-Pieces-6/train/labels/61567b97353acc18ba9e8aac0f111326_jpg.rf.21a959f461b81b9b0a908d03eb979a0f.txt,10,4,10
/content/testset/Chess-Pieces-6/train/labels/61567b97353acc18ba9e8aac0f111326_jpg.rf.21a959f461b81b9b0a908d03eb979a0f.txt,11,4,5
/content/testset/Chess-Pieces-6/train/labels/61567b97353acc18ba9e8aac0f111326_jpg.rf.21a959f461b81b9b0a908d03eb979a0f.txt,18,12,2
/content/testset/Chess-Pieces-6/train/labels/97aeb1f9b745a929e9ac0848acb53a1a_jpg.rf.9aaac00742bdf4ab4288b85ecf10960e.txt,7,4,6
/content/testset/Chess-Pieces-6/train/labels/97aeb1f9b745a929e9ac0848acb53a1a_jpg.rf.9aaac00742bdf4ab4288b85ecf10960e.txt,20,10,9
/content/testset/Chess-Pieces-6/train/labels/53de0674524ae6d77bdfff48136dec2a_jpg.rf.b874cb03a2b16acc856c89b59b8ac048.txt,4,4,10
/content/testset/Chess-Pieces-6/train/labels/53de0674524ae6d77bdfff48136dec2a_jpg.rf.b874cb03a2b16acc856c89b59b8ac048.txt,5,4,8
/content/testset/Chess-Pieces-6/train/labels/7ee8d13861bdc45e40a7cfe190a8d8a6_jpg.rf.eba453abe04286765ba297dc8c0001e0.txt,1,7,1
/content/testset/Chess-Pieces-6/train/labels/7ee8d13861bdc45e40a7cfe190a8d8a6_jpg.rf.eba453abe04286765ba297dc8c0001e0.txt,16,4,7
/content/testset/Chess-Pieces-6/train/labels/IMG_0298_JPG.rf.009637fb283caf03baa1fc666038a875.txt,2,4,11
/content/testset/Chess-Pieces-6/train/labels/4d7820ad9fb4fe69d5168e1d7317dd02_jpg.rf.c6fed98737d29a5c3a5250636ec0926e.txt,11,1,12
/content/testset/Chess-Pieces-6/train/labels/4d7820ad9fb4fe69d5168e1d7317dd02_jpg.rf.c6fed98737d29a5c3a5250636ec0926e.txt,13,11,9
/content/testset/Chess-Pieces-6/train/labels/1595777dfa66e954ae23655743e24809_jpg.rf.30ab97c8790c4bfafb387a23bba2e418.txt,1,11,1
/content/testset/Chess-Pieces-6/train/labels/d415969922564f317be0d1433330626f_jpg.rf.7360cc3152d41bac71b60f6a0b096b83.txt,11,10,7
/content/testset/Chess-Pieces-6/train/labels/d415969922564f317be0d1433330626f_jpg.rf.7360cc3152d41bac71b60f6a0b096b83.txt,14,10,11
/content/testset/Chess-Pieces-6/train/labels/4eb630d4dd38528dacf72355caf5c06d_jpg.rf.96135827ec7cf34bd04efea6e37e36f4.txt,8,10,7
/content/testset/Chess-Pieces-6/train/labels/4eb630d4dd38528dacf72355caf5c06d_jpg.rf.96135827ec7cf34bd04efea6e37e36f4.txt,20,4,12
/content/testset/Chess-Pieces-6/train/labels/53de0674524ae6d77bdfff48136dec2a_jpg.rf.90f99fa325a1e8d7c9785564d1812a17.txt,12,8,7
